PCA1,PCA2,Cluster
0.7276007477676858,0.7364967657244582,0
-0.3678982777965139,0.4572102079801094,1
0.013520064426106211,0.9023737639381796,1
0.25501853938299934,1.152831362083478,0
-0.6348250615236543,0.8889909226652563,1
-1.5393906230915997,0.6222693627333605,1
-0.9918155847695481,0.9212296950614984,1
-1.1461062219267688,0.967192085111361,1
-1.562378975492314,0.8701886846919455,1
-2.0470248108306146,0.7687063972443028,1
-2.2294146771879086,0.7789693587693884,1
-2.1665806077950567,0.6759569984368473,1
-2.024009474818239,0.7585852415206595,1
-1.1549171826257978,1.030188067768501,1
-0.2501063912820127,1.0426426209902921,1
0.021925195010142225,1.0856073656194918,0
-1.1390658506736955,0.7279890740245256,1
-1.9443863615289356,0.5174014604842232,1
-1.6886970923894122,0.7802343029183563,1
-0.7939883958343638,1.2315100570042365,1
0.5962454725794747,1.6362931161251497,0
-0.12927943486259807,1.3971095563338587,1
-0.29112721333290664,1.12956720520544,1
0.6210053340962723,1.2995180722250177,0
2.8653753055038806,1.6060474148504331,0
1.7731763214485534,2.0669987842180992,0
3.6809527307043126,1.9604252495091246,0
0.8108359235529944,1.4847568347560456,0
-2.375887217016213,0.7652681703505982,1
-2.1446166310846144,0.9745255729868907,1
-1.8470038087104277,0.8662207327350006,1
-1.8658636651821243,0.9366328196643856,1
-2.7659530989019956,0.765101176036581,1
-2.4770439729289717,1.1273551626216494,1
-2.971054335546089,1.1470298557351408,1
-2.9022977226798155,1.1187027800193814,1
-2.3857290680027545,1.1512341488358213,1
-2.3685769995055432,1.0054437246628594,1
2.1399199131531397,2.025413424571161,0
2.987251249298662,1.8275598274537614,0
1.040240359595815,0.846059169234183,0
0.3716476905100361,0.5714374155433067,0
-0.2911034197837318,0.24388014455438844,1
0.047942200902325524,0.16155803555177387,0
0.5557195850955344,0.2502619130449987,0
1.0255547108685181,0.4106453711318645,0
0.6381877810060212,0.36131385961747126,0
0.21407434685252616,0.09110149884755919,0
2.4130335365787077,0.8754430290103213,0
2.335998875754657,1.0588512056749642,0
2.3917286871146923,1.731942035886904,0
3.04054189426506,1.6155277468989035,0
1.8398845069786898,1.63878995594391,0
2.1308789803069437,1.399207764149449,0
0.3234456637126713,1.5000499137547632,0
-0.5343971267115151,1.2946853338067168,1
-1.197797240617699,1.2104265672624401,1
-1.2894933849794685,1.3148481429463936,1
-1.162713086198388,1.4554199283100573,1
-1.6474847381783502,1.2396195618429455,1
-1.35198288338784,1.5783835006718725,1
-1.6168660389557952,1.3763984932431186,1
0.6194264706441317,1.8998096789764498,0
1.6510160369351916,1.6565423098426766,0
1.5176037426227103,1.3462036257358954,0
2.3994132258619785,1.0665457044137043,0
1.618471636287731,0.4676900526658855,0
0.5909203489287124,-0.043202791608774646,0
-0.5889355440304042,-0.22938957915030883,1
-0.22106451956425976,-0.16567958096935909,0
0.2534821592348964,0.13359198017591192,0
0.4336132736351989,0.2659971648997111,0
1.9498479479350341,0.7631565556170679,0
3.065946957676403,1.0923747048890762,0
3.1553170792543392,1.1841740673235863,0
3.268682860698805,1.4210745591126563,0
1.9489111598862265,1.10818556465323,0
1.3675495816304242,1.0648703302870126,0
1.6473285687893064,1.3116133976000293,0
1.6401999131187244,1.1549655058574744,0
0.6364072862581102,1.180539313826228,0
0.7470588010006212,1.244021057286979,0
-0.9842021206863648,0.6580280159302768,1
-1.8255986887862616,0.5041841733229213,1
-2.297781643539999,0.3609513022632394,1
-2.424520642190209,0.5049522822781866,1
-1.3817430345887973,0.6318167727705535,1
-0.34470348247680727,0.7737673306492315,1
0.5688800749369034,0.6966372654239282,0
1.439519029466725,0.5904647279959521,0
1.2046704442365364,0.15574006053292502,0
-0.19551853219536403,-0.4905388072663825,0
-0.5800842687968207,-0.6591370324462523,0
-0.30456494440693155,-0.6267235059249237,0
1.0265503964016165,-0.2748149989305619,0
1.1981853386002486,-0.10535918792850858,0
1.3907068063363015,0.17642064651150072,0
2.2340117182306645,0.18008196989963743,0
2.8967490326453476,0.4298659153620477,0
2.6500569356927492,0.984780152903744,0
0.9035538899094753,0.6322724926299944,0
0.8463342538676337,0.8055600738585698,0
0.17170871490730266,0.5894348175601902,0
-0.027328904788307684,0.6299204892879423,0
-0.03171608880235424,0.7004509171449826,1
-1.1163219056844425,0.48634342831457494,1
-1.236549942717294,0.5221157703752468,1
-1.285857579688065,0.5852742544075693,1
-0.3815141350616161,0.8752399380108156,1
0.8209062783855628,1.220585216293337,0
1.8757407494290281,1.6612326837267304,0
0.3516745424673754,0.714627873242489,0
3.4484829578117786,0.45289495156697934,0
3.5886053888624523,0.6061561240361566,0
2.1249729488757865,0.026371644872674935,0
2.1074902799750026,-0.26866417205410137,0
1.911016100576126,-0.44772897868913863,0
1.052623538511711,-0.6992448141946579,0
0.8541014030248026,-0.7502235546789415,0
1.9335984908214183,-0.4315085496177392,0
2.617082082258633,0.38933160755178897,0
0.5109976147434301,-0.09513124297554772,0
2.8545296002426204,1.0999171980838864,0
3.679816934218679,1.0166608407157394,0
2.3714294008916537,0.8982997567879415,0
-0.14498127095957905,0.3490901455596673,1
1.1717428706237731,0.8379967922034547,0
-0.8622409090099128,0.20532559425903424,1
-2.1481818606346095,-0.19953539626686795,1
-2.519880145772296,-0.12955913880752482,1
-2.3496986767770656,0.15830883511989657,1
-1.5354963222233657,0.4932892399725248,1
-1.8875276061605348,0.4818724353278387,1
-1.100821540333106,0.7667312273030762,1
2.3937244543434417,1.5208424102705744,0
3.093737959062594,1.231836599100154,0
3.138049546631875,0.3291089687704838,0
3.4196004966457845,0.39617938348764803,0
2.720947388302607,-0.14647573908063238,0
3.602416977380072,-0.07547788219675432,0
2.7938222293688066,-0.3312156235112129,0
1.2368391487481678,-0.792055619255697,0
1.825726972945897,-0.7819073207640695,0
1.7872939647097836,-0.7320384217546251,0
2.0190108259562427,-0.28497909696461243,0
2.7288579963589092,0.17623362697216555,0
2.1190546133912136,0.21203270971028007,0
1.889282400703073,-0.4394158090320923,0
1.937524517660796,0.6251233524964324,0
0.5080418111961027,0.40213478235429445,0
0.41367028174972215,0.5656126250889846,0
-0.8118424482967805,0.19264601516352864,1
-1.5673054121100394,0.16559646508839895,1
-2.347467499856752,0.07679038798186205,1
-2.900455196535748,-0.062147564424989254,1
-2.0819659580677743,0.4846883897930312,1
-1.8879278090895544,0.5296788589750634,1
